query_name,recordType,elementGlobalId,scientificName,primaryCommonName,classificationStatus,roundedGRank,gRank
Ferocactus emoryi,SPECIES,145675,Ferocactus emoryi,Emory's Barrel Cactus,Standard,G4,G4
Ferocactus hamatacanthus,SPECIES,155544,Ferocactus hamatacanthus,Biznaga-de-Limilla,Standard,G4,G4
Ferocactus viridescens,SPECIES,134427,Ferocactus viridescens,San Diego Barrel Cactus,Standard,G4,G4
Ficus americana,SPECIES,143216,Ficus americana,Jamaican Cherry Fig,Standard,GNR,GNR
Ficus citrifolia,SPECIES,138301,Ficus citrifolia,Wild Banyantree,Standard,G5,G5?
Fimbristylis autumnalis,SPECIES,160144,Fimbristylis autumnalis,Slender Fimbry,Standard,G5,G5
Fimbristylis dichotoma,SPECIES,161243,Fimbristylis dichotoma,Tall Fimbry,Standard,G5,G5
Fimbristylis littoralis,SPECIES,159162,Fimbristylis littoralis,Grass-like Fimbry,Standard,G4,G3G5
Fimbristylis schoenoides,SPECIES,148952,Fimbristylis schoenoides,Ditch Fimbry,Standard,GNR,GNR
Forestiera acuminata,SPECIES,149211,Forestiera acuminata,Eastern Swamp-privet,Standard,G5,G5
Forestiera angustifolia,SPECIES,154491,Forestiera angustifolia,Texas Forestiera,Standard,G5,G5
Frangula californica,SPECIES,129750,Frangula californica,California Coffeeberry,Standard,G5,G5
Frangula caroliniana,SPECIES,129472,Frangula caroliniana,Carolina Buckthorn,Standard,G5,G5
Frangula purshiana,SPECIES,157732,Frangula purshiana,Cascara False Buckthorn,Standard,G5,G5
Fraxinus americana,SPECIES,146402,Fraxinus americana,White Ash,Standard,G5,G5
Fraxinus anomala,SPECIES,141843,Fraxinus anomala,Single-leaf Ash,Standard,G4,G4
Fraxinus berlandieriana,SPECIES,153406,Fraxinus berlandieriana,Mexican Ash,Standard,G5,G5
Fraxinus caroliniana,SPECIES,158551,Fraxinus caroliniana,Carolina Ash,Standard,G4,G4G5
Fraxinus cuspidata,SPECIES,135170,Fraxinus cuspidata,Fragrant Ash,Standard,G4,G4?
Fraxinus dipetala,SPECIES,149501,Fraxinus dipetala,California Ash,Standard,G5,G5
Fraxinus greggii,SPECIES,129727,Fraxinus greggii,Gregg's Ash,Standard,G5,G5
Fraxinus latifolia,SPECIES,134625,Fraxinus latifolia,Oregon Ash,Standard,G5,G5
Fraxinus nigra,SPECIES,160163,Fraxinus nigra,Black Ash,Standard,G5,G5
Fraxinus pennsylvanica,SPECIES,144657,Fraxinus pennsylvanica,Green Ash,Standard,G5,G5
Fraxinus profunda,SPECIES,132557,Fraxinus profunda,Pumpkin Ash,Standard,G4,G4
Fraxinus quadrangulata,SPECIES,134797,Fraxinus quadrangulata,Blue Ash,Standard,G5,G5
Fraxinus uhdei,SPECIES,152937,Fraxinus uhdei,Shamel Ash,Standard,GNR,GNR
Fraxinus velutina,SPECIES,148676,Fraxinus velutina,Velvet Ash,Standard,G5,G5
Fremontodendron californicum,SPECIES,134985,Fremontodendron californicum,California Flannelbush,Standard,G4,G4
Galanthus nivalis,SPECIES,155597,Galanthus nivalis,Snowdrop,Standard,GNR,GNR
Galium asprellum,SPECIES,130855,Galium asprellum,Rough Bedstraw,Standard,G5,G5
Galium labradoricum,SPECIES,132115,Galium labradoricum,Bog Bedstraw,Standard,G5,G5
Galium tinctorium,SPECIES,158530,Galium tinctorium,Stiff Marsh Bedstraw,Standard,G5,G5
Galium trifidum,SPECIES,142616,Galium trifidum,Small Bedstraw,Standard,G5,G5
Galium triflorum,SPECIES,129672,Galium triflorum,Sweet-scent Bedstraw,Standard,G5,G5
Galium uliginosum,SPECIES,128596,Galium uliginosum,Far-northern Bedstraw,Standard,GNR,GNR
Garrya elliptica,SPECIES,136259,Garrya elliptica,Coast Silktassel,Standard,G5,G5
Garrya flavescens,SPECIES,1207611,Garrya flavescens,Ashy Silktassel,Standard,G3,G3G4
Garrya fremontii,SPECIES,159464,Garrya fremontii,Fremont's Silktassel,Standard,G4,G4G5
Garrya ovata,SPECIES,141131,Garrya ovata,Eggleaf Silktassel,Standard,G5,G5
Garrya wrightii,SPECIES,137304,Garrya wrightii,Wright's Silktassel,Standard,G5,G5
Gaultheria hispidula,SPECIES,158738,Gaultheria hispidula,Creeping Snowberry,Standard,G5,G5
Gaylussacia bigeloviana,SPECIES,143470,Gaylussacia bigeloviana,Northern Dwarf Huckleberry,Standard,G4,G4G5
Gentiana douglasiana,SPECIES,161348,Gentiana douglasiana,Swamp Gentian,Standard,G5,G5
Gentiana rubricaulis,SPECIES,137888,Gentiana rubricaulis,Closed Gentian,Standard,G4,G4?
Gentiana sceptrum,SPECIES,140290,Gentiana sceptrum,Pacific Gentian,Standard,G5,G5
Gentianopsis crinita,SPECIES,161426,Gentianopsis crinita,Fringed Gentian,Standard,G5,G5
Gentianopsis detonsa,SPECIES,149197,Gentianopsis detonsa,Sheared Gentian,Standard,G4,G3G5
Gentianopsis virgata,SPECIES,961230,Gentianopsis virgata,Lesser Fringed Gentian,Provisional,G5,G5
Geocaulon lividum,SPECIES,153775,Geocaulon lividum,Northern Comandra,Standard,G5,G5
Geum peckii,SPECIES,146728,Geum peckii,Mountain Avens,Standard,G2,G2G3
Geum rivale,SPECIES,128845,Geum rivale,Purple Avens,Standard,G5,G5
Gladiolus italicus,SPECIES,144271,Gladiolus italicus,Italian Gladiolus,Standard,GNR,GNR
Gleditsia aquatica,SPECIES,131884,Gleditsia aquatica,Water-locust,Standard,G5,G5
Gleditsia triacanthos,SPECIES,145448,Gleditsia triacanthos,Honey-locust,Standard,G5,G5
Gloriosa superba,SPECIES,150876,Gloriosa superba,Flame-lily,Standard,GNR,GNR
Glyceria borealis,SPECIES,145898,Glyceria borealis,Small Floating Mannagrass,Standard,G5,G5
Glyceria canadensis,SPECIES,153667,Glyceria canadensis,Canada Mannagrass,Standard,G5,G5
Glyceria fluitans,SPECIES,135030,Glyceria fluitans,Water Mannagrass,Standard,GNR,GNR
Glyceria grandis,SPECIES,136537,Glyceria grandis,American Mannagrass,Standard,G5,G5
Glyceria maxima,SPECIES,141191,Glyceria maxima,Reed Mannagrass,Standard,GNR,GNR
Glyceria obtusa,SPECIES,157305,Glyceria obtusa,Blunt Mannagrass,Standard,G5,G5
Glyceria striata,SPECIES,159461,Glyceria striata,Fowl Mannagrass,Standard,G5,G5
Glycyrrhiza lepidota,SPECIES,132846,Glycyrrhiza lepidota,Wild Licorice,Standard,G5,G5
Gnaphalium palustre,SPECIES,154470,Gnaphalium palustre,Western Marsh Cudweed,Standard,G5,G5
Gordonia lasianthus,SPECIES,139306,Gordonia lasianthus,Loblolly Bay,Standard,G5,G5
Gossypium thurberi,SPECIES,155593,Gossypium thurberi,Thurber's Cotton,Standard,G4,G4
Gossypium tomentosum,SPECIES,152685,Gossypium tomentosum,Hawai`i Cotton,Standard,G2,G2
Gratiola aurea,SPECIES,157040,Gratiola aurea,Golden Hedge-hyssop,Standard,G5,G5
Gratiola ebracteata,SPECIES,142579,Gratiola ebracteata,Bractless Hedge-hyssop,Standard,G4,G4
Gratiola neglecta,SPECIES,159571,Gratiola neglecta,Clammy Hedge-hyssop,Standard,G5,G5
Guaiacum sanctum,SPECIES,139929,Guaiacum sanctum,Holywood Lignumvitae,Standard,G2,G2G3
Guettarda elliptica,SPECIES,155649,Guettarda elliptica,Tropical Velvet-seed,Standard,G4,G3G5
Guettarda scabra,SPECIES,139776,Guettarda scabra,Rough Velvet-seed,Standard,G4,G4G5
Gymnanthes lucida,SPECIES,147599,Gymnanthes lucida,Oysterwood,Standard,G4,G4G5
Haematoxylum campechianum,SPECIES,154994,Haematoxylum campechianum,Campeche Wood,Standard,G5,G5
Halesia carolina,SPECIES,160332,Halesia carolina,Carolina Silverbell,Standard,G4,G4G5
Halesia diptera,SPECIES,142427,Halesia diptera,Two-wing Silverbell,Standard,G5,G5
Halodule wrightii,SPECIES,128968,Halodule wrightii,Shoal-grass,Standard,G5,G5
Halophila decipiens,SPECIES,130239,Halophila decipiens,Caribbean Waterweed,Standard,G4,G4G5
Hamamelis vernalis,SPECIES,129314,Hamamelis vernalis,Ozark Witch-hazel,Standard,G4,G4?
Hamamelis virginiana,SPECIES,128564,Hamamelis virginiana,American Witch-hazel,Standard,G5,G5
Hamelia patens,SPECIES,160769,Hamelia patens,Scarlet-bush,Standard,G5,G5
Havardia pallens,SPECIES,144411,Havardia pallens,Haujillo,Standard,G4,G4
Hedysarum alpinum,SPECIES,158767,Hedysarum alpinum,Alpine Sweet-vetch,Standard,G5,G5
Helianthus annuus,SPECIES,134717,Helianthus annuus,Common Sunflower,Standard,G5,G5
Helianthus argophyllus,SPECIES,147465,Helianthus argophyllus,Silverleaf Sunflower,Standard,G4,G4
Helianthus californicus,SPECIES,134478,Helianthus californicus,California Sunflower,Standard,G4,G4
Helianthus debilis,SPECIES,139395,Helianthus debilis,Cucumberleaf Sunflower,Standard,G5,G5
Helianthus decapetalus,SPECIES,161306,Helianthus decapetalus,Thinleaf Sunflower,Standard,G5,G5
Helianthus divaricatus,SPECIES,154696,Helianthus divaricatus,Woodland Sunflower,Standard,G5,G5
Helianthus giganteus,SPECIES,149677,Helianthus giganteus,Tall Sunflower,Standard,G5,G5
Helianthus grosseserratus,SPECIES,157634,Helianthus grosseserratus,Sawtooth Sunflower,Standard,G5,G5
Helianthus hirsutus,SPECIES,149618,Helianthus hirsutus,Stiff-hair Sunflower,Standard,G5,G5
Helianthus maximiliani,SPECIES,135891,Helianthus maximiliani,Maximilian Sunflower,Standard,G5,G5
Helianthus niveus,SPECIES,140488,Helianthus niveus,Desert Sunflower,Standard,G4,G4
Helianthus pauciflorus,SPECIES,140489,Helianthus pauciflorus,Stiff Sunflower,Standard,G5,G5
Helianthus petiolaris,SPECIES,128992,Helianthus petiolaris,Prairie Sunflower,Standard,G5,G5
Helianthus salicifolius,SPECIES,138381,Helianthus salicifolius,Willowleaf Sunflower,Standard,G4,G4
Helianthus silphioides,SPECIES,157776,Helianthus silphioides,Silphium Sunflower,Standard,G4,G4
Helianthus tuberosus,SPECIES,138458,Helianthus tuberosus,Jerusalem Artichoke,Standard,G5,G5
Helietta parvifolia,SPECIES,151313,Helietta parvifolia,Barreta,Standard,G4,G4
Heliotropium curassavicum,SPECIES,144438,Heliotropium curassavicum,Seaside Heliotrope,Standard,G5,G5
Hemarthria altissima,SPECIES,146955,Hemarthria altissima,African Jointgrass,Standard,G5,G5
Heracleum maximum,SPECIES,139324,Heracleum maximum,Cow-parsnip,Standard,G5,G5
Heteranthera dubia,SPECIES,130922,Heteranthera dubia,Grassleaf Mud-plantain,Standard,G5,G5
Heteromeles arbutifolia,SPECIES,146331,Heteromeles arbutifolia,Toyon,Standard,G5,G5
Hibiscus arnottianus,SPECIES,129838,Hibiscus arnottianus,Native White Rosemallow,Standard,G3,G3
Hibiscus moscheutos,SPECIES,156915,Hibiscus moscheutos,Swamp Rosemallow,Standard,G5,G5
Hibiscus tiliaceus,SPECIES,155110,Hibiscus tiliaceus,Sea Rosemallow,Standard,G5,G5
Hippocrepis comosa,SPECIES,134711,Hippocrepis comosa,Horseshoe-vetch,Standard,GNR,GNR
Hippomane mancinella,SPECIES,136967,Hippomane mancinella,Manchineel,Standard,G5,G5
Hippuris lanceolata,SPECIES,838665,Hippuris lanceolata,Lanceleaf Mare's-tail,Provisional,GNR,GNR
Hippuris tetraphylla,SPECIES,153245,Hippuris tetraphylla,Fourleaf Mare's-tail,Standard,G5,G5
Hippuris vulgaris,SPECIES,147005,Hippuris vulgaris,Common Mare's-tail,Standard,G5,G5
Hordeum brachyantherum,SPECIES,148734,Hordeum brachyantherum,Meadow Barley,Standard,G5,G5
Hordeum jubatum,SPECIES,159541,Hordeum jubatum,Foxtail Barley,Standard,G5,G5
Hordeum pusillum,SPECIES,154666,Hordeum pusillum,Little Barley,Standard,G5,G5
Hydrastis canadensis,SPECIES,154701,Hydrastis canadensis,Goldenseal,Standard,G3,G3G4
Hydrilla verticillata,SPECIES,159017,Hydrilla verticillata,Hydrilla,Standard,GNR,GNR
Hydrocharis morsus-ranae,SPECIES,155546,Hydrocharis morsus-ranae,Common Frogbit,Standard,GNR,GNR
Hydrocotyle americana,SPECIES,161106,Hydrocotyle americana,American Water-pennywort,Standard,G5,G5
Hydrocotyle ranunculoides,SPECIES,138245,Hydrocotyle ranunculoides,Floating Marsh-pennywort,Standard,G5,G5
Hydrocotyle sibthorpioides,SPECIES,152497,Hydrocotyle sibthorpioides,Lawn Pennywort,Standard,GNR,GNR
Hydrocotyle umbellata,SPECIES,157659,Hydrocotyle umbellata,Many-flower Marsh-pennywort,Standard,G5,G5
Hylocereus undatus,SPECIES,144242,Hylocereus undatus,Night-blooming Cereus,Standard,G5,G5
Hypericum anagalloides,SPECIES,132010,Hypericum anagalloides,Tinker's-penny,Standard,G5,G5
Hypericum boreale,SPECIES,129344,Hypericum boreale,Northern St. John's-wort,Standard,G5,G5
Hypericum ellipticum,SPECIES,140275,Hypericum ellipticum,Pale St. John's-wort,Standard,G5,G5
Hypericum majus,SPECIES,151639,Hypericum majus,Larger Canadian St. John's-wort,Standard,G5,G5
Ilex ambigua,SPECIES,158416,Ilex ambigua,Carolina Holly,Standard,G5,G5
Ilex cassine,SPECIES,146609,Ilex cassine,Dahoon,Standard,G5,G5
Ilex coriacea,SPECIES,132294,Ilex coriacea,Bay-gall Holly,Standard,G5,G5
Ilex decidua,SPECIES,143868,Ilex decidua,Deciduous Holly,Standard,G5,G5
Ilex glabra,SPECIES,152991,Ilex glabra,Inkberry,Standard,G5,G5
Ilex longipes,SPECIES,131963,Ilex longipes,Georgia Holly,Standard,G5,G5
Ilex montana,SPECIES,152300,Ilex montana,Mountain Holly,Standard,G5,G5
Ilex myrtifolia,SPECIES,144875,Ilex myrtifolia,Myrtle Holly,Standard,G5,G5?
Ilex opaca,SPECIES,132716,Ilex opaca,American Holly,Standard,G5,G5
Ilex verticillata,SPECIES,155936,Ilex verticillata,Common Winterberry,Standard,G5,G5
Ilex vomitoria,SPECIES,144160,Ilex vomitoria,Yaupon Holly,Standard,G5,G5
Illicium floridanum,SPECIES,160358,Illicium floridanum,Florida Anisetree,Standard,G5,G5
Impatiens capensis,SPECIES,130664,Impatiens capensis,Orange Jewelweed,Standard,G5,G5
Impatiens noli-tangere,SPECIES,149328,Impatiens noli-tangere,Western Jewelweed,Standard,G5,G5
Indigofera miniata,SPECIES,160548,Indigofera miniata,Coast Indigo,Standard,G5,G5
Indigofera trita,SPECIES,1027712,Indigofera trita,Asian Indigo,Provisional,GNR,GNR
Ipomoea aquatica,SPECIES,141813,Ipomoea aquatica,Swamp-cabbage,Standard,G5,G5
Ipomoea cordatotriloba,SPECIES,146432,Ipomoea cordatotriloba,Tievine,Standard,G5,G5
Ipomoea lacunosa,SPECIES,161643,Ipomoea lacunosa,Whitestar,Standard,G5,G5?
Ipomoea littoralis,SPECIES,149533,Ipomoea littoralis,White-flower Beach Morning-glory,Standard,G5,G5
Ipomoea triloba,SPECIES,146433,Ipomoea triloba,Little-bell,Standard,GNR,GNR
Iris brevicaulis,SPECIES,130010,Iris brevicaulis,Lamance Iris,Standard,G4,G4
Iris lacustris,SPECIES,149152,Iris lacustris,Dwarf Lake Iris,Standard,G3,G3
Iris missouriensis,SPECIES,157303,Iris missouriensis,Western Blue Iris,Standard,G5,G5
Iris versicolor,SPECIES,132305,Iris versicolor,Harlequin Blueflag,Standard,G5,G5
Iris virginica,SPECIES,136392,Iris virginica,Virginia Blueflag,Standard,G5,G5
Isoetes bolanderi,SPECIES,141815,Isoetes bolanderi,Bolander's Quillwort,Standard,G4,G4
Isoetes echinospora,SPECIES,136878,Isoetes echinospora,Spiny-spore Quillwort,Standard,G5,G5
Isoetes lacustris,SPECIES,738978,Isoetes lacustris,Western Lake Quillwort,Standard,G5,G5
Isoetes maritima,SPECIES,133966,Isoetes maritima,Maritime Quillwort,Standard,G4,G4
Isoetes nuttallii,SPECIES,137970,Isoetes nuttallii,Nuttall's Quillwort,Standard,G4,G4?
Isolepis cernua,SPECIES,137576,Isolepis cernua,Low Bulrush,Standard,G5,G5
Isolepis setacea,SPECIES,132747,Isolepis setacea,Bristle-leaf Bulrush,Standard,GNR,GNR
Iva xanthifolia,SPECIES,132443,Iva xanthifolia,Coarse Sumpweed,Standard,G5,G5
Jatropha cinerea,SPECIES,137564,Jatropha cinerea,Arizona Nettle-spurge,Standard,G5,G5
Jatropha dioica,SPECIES,150391,Jatropha dioica,Rubber-plant,Standard,G5,G5
Jaumea carnosa,SPECIES,133853,Jaumea carnosa,Fleshy Jaumea,Standard,G4,G4G5
Juglans californica,SPECIES,140398,Juglans californica,California Walnut,Standard,G3,G3
Juglans cinerea,SPECIES,154365,Juglans cinerea,Butternut,Standard,G3,G3
Juglans hindsii,SPECIES,160550,Juglans hindsii,Northern California Black Walnut,Standard,G5,G5
Juglans major,SPECIES,129895,Juglans major,Arizona Black Walnut,Standard,G4,G4
Juglans microcarpa,SPECIES,146842,Juglans microcarpa,Little Walnut,Standard,G5,G5
Juglans nigra,SPECIES,141124,Juglans nigra,Black Walnut,Standard,G5,G5
Juncus acuminatus,SPECIES,158814,Juncus acuminatus,Sharp-fruit Rush,Standard,G5,G5
Juncus acutus,SPECIES,132207,Juncus acutus,Spiny Rush,Standard,G5,G5
Juncus alpinoarticulatus,SPECIES,138025,Juncus alpinoarticulatus,Northern Green Rush,Standard,G5,G5
Juncus balticus,SPECIES,153100,Juncus balticus,Baltic Rush,Standard,G5,G5
Juncus biglumis,SPECIES,149682,Juncus biglumis,Two-flower Rush,Standard,G5,G5
Juncus brachycephalus,SPECIES,134779,Juncus brachycephalus,Small-head Rush,Standard,G5,G5
Juncus bufonius,SPECIES,152671,Juncus bufonius,Toad Rush,Standard,G5,G5
Juncus bulbosus,SPECIES,147893,Juncus bulbosus,Bulbous Rush,Standard,G5,G5?
Juncus canadensis,SPECIES,136489,Juncus canadensis,Canada Rush,Standard,G5,G5
Juncus compressus,SPECIES,138026,Juncus compressus,Flattened Rush,Standard,G5,G5
Juncus dudleyi,SPECIES,148398,Juncus dudleyi,Dudley's Rush,Standard,G5,G5
Juncus filiformis,SPECIES,140874,Juncus filiformis,Thread Rush,Standard,G5,G5
Juncus inflexus,SPECIES,135924,Juncus inflexus,European Meadow Rush,Standard,G5,G5
Juncus marginatus,SPECIES,140520,Juncus marginatus,Grassleaf Rush,Standard,G5,G5
Juncus mertensianus,SPECIES,146690,Juncus mertensianus,Mertens' Rush,Standard,G5,G5
Juncus militaris,SPECIES,141665,Juncus militaris,Bayonet Rush,Standard,G5,G5
Juncus nodosus,SPECIES,150111,Juncus nodosus,Knotted Rush,Standard,G5,G5
Juncus pelocarpus,SPECIES,146074,Juncus pelocarpus,Brown-fruit Rush,Standard,G5,G5
Juncus stygius,SPECIES,146691,Juncus stygius,Moor Rush,Standard,G5,G5
Juncus triglumis,SPECIES,160231,Juncus triglumis,Three-flower Rush,Standard,G5,G5
Juniperus ashei,SPECIES,154526,Juniperus ashei,Ashe's Juniper,Standard,G5,G5
Juniperus californica,SPECIES,159719,Juniperus californica,California Juniper,Standard,G4,G4
Juniperus deppeana,SPECIES,127899,Juniperus deppeana,Alligator Juniper,Standard,G5,G5?
Juniperus flaccida,SPECIES,141053,Juniperus flaccida,Drooping Juniper,Standard,G4,G4?
Juniperus horizontalis,SPECIES,144512,Juniperus horizontalis,Creeping Juniper,Standard,G5,G5
Juniperus monosperma,SPECIES,137147,Juniperus monosperma,One-seeded Juniper,Standard,G4,G4G5
Juniperus occidentalis,SPECIES,154610,Juniperus occidentalis,Western Juniper,Standard,G5,G5
Juniperus osteosperma,SPECIES,160068,Juniperus osteosperma,Utah Juniper,Standard,G5,G5
Juniperus scopulorum,SPECIES,142742,Juniperus scopulorum,Rocky Mountain Juniper,Standard,G5,G5
Juniperus virginiana,SPECIES,128692,Juniperus virginiana,Eastern Red-cedar,Standard,G5,G5
Justicia americana,SPECIES,159454,Justicia americana,Common Water-willow,Standard,G5,G5
Kalmia latifolia,SPECIES,159823,Kalmia latifolia,Mountain Laurel,Standard,G5,G5
Kalmia microphylla,SPECIES,148824,Kalmia microphylla,Alpine Bog Laurel,Standard,G5,G5
Kalmia polifolia,SPECIES,140476,Kalmia polifolia,Pale Bog Laurel,Standard,G5,G5
Karwinskia humboldtiana,SPECIES,148498,Karwinskia humboldtiana,Coyotillo,Standard,G5,G5
Kobresia simpliciuscula,SPECIES,150630,Kobresia simpliciuscula,Simple Kobresia,Standard,G5,G5
Koeberlinia spinosa,SPECIES,161701,Koeberlinia spinosa,Crown-of-thorns,Standard,G4,G4
Koenigia islandica,SPECIES,144306,Koenigia islandica,Island Koenigia,Standard,G4,G4
Krugiodendron ferreum,SPECIES,140958,Krugiodendron ferreum,Black Ironwood,Standard,G4,G4G5
Laguncularia racemosa,SPECIES,128928,Laguncularia racemosa,White Mangrove,Standard,G5,G5
Larix laricina,SPECIES,152910,Larix laricina,American Larch,Standard,G5,G5
Larix lyallii,SPECIES,158144,Larix lyallii,Subalpine Larch,Standard,G5,G5
Larix occidentalis,SPECIES,139937,Larix occidentalis,Western Larch,Standard,G5,G5
Lasiacis divaricata,SPECIES,148525,Lasiacis divaricata,Small-cane,Standard,G5,G5
Lasthenia glaberrima,SPECIES,138802,Lasthenia glaberrima,Smooth Goldfields,Standard,G5,G5
Lathyrus angulatus,SPECIES,145325,Lathyrus angulatus,Angled Peavine,Standard,GNR,GNR
Lathyrus aphaca,SPECIES,157474,Lathyrus aphaca,Yellow Peavine,Standard,GNR,GNR
Lathyrus cicera,SPECIES,132572,Lathyrus cicera,Flat-pod Peavine,Standard,GNR,GNR
Lathyrus hirsutus,SPECIES,154055,Lathyrus hirsutus,Single-tary Pea,Standard,GNR,GNR
Lathyrus japonicus,SPECIES,146360,Lathyrus japonicus,Beach Pea,Standard,G5,G5
Lathyrus latifolius,SPECIES,132581,Lathyrus latifolius,Perennial Pea,Standard,GNR,GNR
Lathyrus palustris,SPECIES,160391,Lathyrus palustris,Vetchling Peavine,Standard,G5,G5
Lathyrus sphaericus,SPECIES,154171,Lathyrus sphaericus,Grass Peavine,Standard,GNR,GNR
Lathyrus sylvestris,SPECIES,151788,Lathyrus sylvestris,Flat Peavine,Standard,GNR,GNR
Lathyrus tingitanus,SPECIES,153456,Lathyrus tingitanus,Tangier Peavine,Standard,GNR,GNR
Leersia hexandra,SPECIES,130395,Leersia hexandra,Club-head Cutgrass,Standard,G5,G5
Leersia oryzoides,SPECIES,150776,Leersia oryzoides,Rice Cutgrass,Standard,G5,G5
Leersia virginica,SPECIES,144600,Leersia virginica,Virginia Cutgrass,Standard,G5,G5
Lemna aequinoctialis,SPECIES,142929,Lemna aequinoctialis,Lesser Duckweed,Standard,G5,G5
Lemna gibba,SPECIES,152574,Lemna gibba,Inflated Duckweed,Standard,G4,G4G5
Lemna minor,SPECIES,128499,Lemna minor,Lesser Duckweed,Standard,G5,G5
Lemna minuta,SPECIES,157771,Lemna minuta,Least Duckweed,Standard,G4,G4
Lemna perpusilla,SPECIES,141853,Lemna perpusilla,Minute Duckweed,Standard,G5,G5
Lemna trisulca,SPECIES,154220,Lemna trisulca,Star Duckweed,Standard,G5,G5
Lemna turionifera,SPECIES,141234,Lemna turionifera,Turion Duckweed,Standard,G5,G5
Lepidospartum squamatum,SPECIES,143026,Lepidospartum squamatum,California Broomshrub,Standard,G4,G4?
Lespedeza cuneata,SPECIES,156630,Lespedeza cuneata,Chinese Bushclover,Standard,GNR,GNR
Lespedeza hirta,SPECIES,147658,Lespedeza hirta,Hairy Bushclover,Standard,G5,G5
Lespedeza thunbergii,SPECIES,142375,Lespedeza thunbergii,Thunberg's Bushclover,Standard,GNR,GNR
Leucaena pulverulenta,SPECIES,132635,Leucaena pulverulenta,Great Leucaena,Standard,G5,G5
Leucaena retusa,SPECIES,157027,Leucaena retusa,Littleleaf Leucaena,Standard,G4,G4G5
Leucojum aestivum,SPECIES,149515,Leucojum aestivum,Summer Snowflake,Standard,GNR,GNR
Licaria triandra,SPECIES,149470,Licaria triandra,Gulf Licaria,Standard,G4,G4
Ligustrum lucidum,SPECIES,147021,Ligustrum lucidum,Glossy Privet,Standard,G5,G5
Limosella aquatica,SPECIES,128093,Limosella aquatica,Northern Mudwort,Standard,G5,G5
Lindera benzoin,SPECIES,139731,Lindera benzoin,Northern Spicebush,Standard,G5,G5
Lindernia dubia,SPECIES,158192,Lindernia dubia,Yellowseed False Pimpernel,Standard,G5,G5
Lipocarpha micrantha,SPECIES,144682,Lipocarpha micrantha,Dwarf Bulrush,Standard,G5,G5
Liquidambar styraciflua,SPECIES,148447,Liquidambar styraciflua,Sweetgum,Standard,G5,G5
Liriodendron tulipifera,SPECIES,145843,Liriodendron tulipifera,Tuliptree,Standard,G5,G5
Littorella uniflora,SPECIES,152404,Littorella uniflora,American Shore-grass,Standard,G5,G5
Lobelia cardinalis,SPECIES,153707,Lobelia cardinalis,Cardinal-flower,Standard,G5,G5
Lobelia dortmanna,SPECIES,146561,Lobelia dortmanna,Water Lobelia,Standard,G5,G5
Lobelia kalmii,SPECIES,142920,Lobelia kalmii,Kalm's Lobelia,Standard,G5,G5
Lobelia siphilitica,SPECIES,135214,Lobelia siphilitica,Great Blue Lobelia,Standard,G5,G5
Lobelia spicata,SPECIES,136909,Lobelia spicata,Pale-spike Lobelia,Standard,G5,G5
Lomatogonium rotatum,SPECIES,127992,Lomatogonium rotatum,Marsh Felwort,Standard,G5,G5
Lonicera caerulea,SPECIES,144394,Lonicera caerulea,Western Honeysuckle,Standard,G5,G5
Lonicera oblongifolia,SPECIES,143040,Lonicera oblongifolia,Swamp Fly-honeysuckle,Standard,G5,G5
Lophophora williamsii,SPECIES,139920,Lophophora williamsii,Peyote,Standard,G3,G3
Ludwigia alternifolia,SPECIES,155113,Ludwigia alternifolia,Bushy Seedbox,Standard,G5,G5
Ludwigia leptocarpa,SPECIES,148069,Ludwigia leptocarpa,River Seedbox,Standard,G5,G5
Ludwigia octovalvis,SPECIES,150786,Ludwigia octovalvis,Mexican Seedbox,Standard,G5,G5
Ludwigia palustris,SPECIES,160602,Ludwigia palustris,Marsh Seedbox,Standard,G5,G5
Ludwigia polycarpa,SPECIES,149107,Ludwigia polycarpa,Many-fruit False Loosestrife,Standard,G4,G4
Lupinus argenteus,SPECIES,156602,Lupinus argenteus,Silvery Lupine,Standard,G5,G5
Lupinus breweri,SPECIES,130454,Lupinus breweri,Mat Lupine,Standard,G5,G5
Lupinus diffusus,SPECIES,136741,Lupinus diffusus,Oak Ridge Lupine,Standard,G5,G5
Lupinus nootkatensis,SPECIES,139295,Lupinus nootkatensis,Nootka Lupine,Standard,G5,G5
Lupinus texensis,SPECIES,158091,Lupinus texensis,Texas Bluebonnet,Standard,G5,G5
Luzula wahlenbergii,SPECIES,150043,Luzula wahlenbergii,Wahlenberg's Woodrush,Standard,G4,G4
Lycopodiella appressa,SPECIES,133400,Lycopodiella appressa,Southern Bog Clubmoss,Standard,G5,G5
Lycopodiella inundata,SPECIES,136631,Lycopodiella inundata,Bog Clubmoss,Standard,G5,G5
Lycopus americanus,SPECIES,142682,Lycopus americanus,American Bugleweed,Standard,G5,G5
Lycopus asper,SPECIES,158383,Lycopus asper,Rough Bugleweed,Standard,G5,G5
Lycopus rubellus,SPECIES,155814,Lycopus rubellus,Taperleaf Bugleweed,Standard,G5,G5
Lycopus uniflorus,SPECIES,145060,Lycopus uniflorus,Northern Bugleweed,Standard,G5,G5
Lycopus virginicus,SPECIES,132011,Lycopus virginicus,Virginia Bugleweed,Standard,G5,G5
Lysichiton americanus,SPECIES,159884,Lysichiton americanus,Yellow Skunk Cabbage,Standard,G5,G5
